step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
773,262952,6184,0.039405489050477624,0.75,0.75,,,,,,,,,
774,263216,6192,0.03661043549378519,1.0,1.0,,,,,,,,,
775,263608,6200,0.031633347418998405,0.875,0.875,,,,,,,,,
776,263872,6208,0.03294874295235786,0.875,0.875,,,,,,,,,
777,264200,6216,0.02052971689190599,1.0,1.0,0.037022471699383455,0.875,0.875,,,,,,
778,264528,6224,0.03849876484414562,0.625,0.625,,,,,,,,,
779,264856,6232,0.03421105786587578,1.0,1.0,,,,,,,,,
780,265184,6240,0.03274227869458264,0.875,0.875,,,,,,,,,
781,265448,6248,0.0313625602034881,0.875,0.875,,,,,,,,,
782,265840,6256,0.036689224567186714,0.875,0.875,,,,,,,,,
783,266232,6264,0.029300884231682478,0.875,0.875,,,,,,,,,
784,266688,6272,0.029184691414754656,0.875,0.875,,,,,,,,,
785,267080,6280,0.02921649569677053,0.875,0.875,0.027443186270713345,0.875,0.875,,,,,,
786,267408,6288,0.033049834723293314,0.875,0.875,,,,,,,,,
787,267800,6296,0.03635412092960905,0.75,0.75,,,,,,,,,
788,268192,6304,0.031881942762568845,0.875,0.875,,,,,,,,,
789,268648,6312,0.01839897367276275,1.0,1.0,,,,,,,,,
790,268976,6320,0.03224081945844955,0.875,0.875,,,,,,,,,
791,269304,6328,0.025910361266578547,0.875,0.875,,,,,,,,,
792,269568,6336,0.035315557173889824,1.0,1.0,,,,,,,,,
793,269832,6344,0.03481952913483838,0.875,0.875,0.03287847581377719,0.875,0.875,,,,,,
794,270096,6352,0.024135097843482074,1.0,1.0,,,,,,,,,
795,270424,6360,0.04143071701118607,0.75,0.75,,,,,,,,,
796,270752,6368,0.030436083309032247,0.875,0.875,,,,,,,,,
797,271080,6376,0.034554513408802445,0.875,0.875,,,,,,,,,
798,271344,6384,0.03908461856281065,0.875,0.875,,,,,,,,,
799,271672,6392,0.030892590807517988,1.0,1.0,,,,,,,,,
800,272064,6400,0.015208144975573911,1.0,1.0,,,,,,,,,
801,272328,6408,0.028523450723369023,0.875,0.875,0.03216569729847834,1.0,1.0,,,,,,
802,272592,6416,0.023267966179701033,1.0,1.0,,,,,,,,,
803,272920,6424,0.03042580439243466,0.875,0.875,,,,,,,,,
804,273248,6432,0.026506116589385786,1.0,1.0,,,,,,,,,
805,273640,6440,0.0257316972536258,0.875,0.875,,,,,,,,,
806,273904,6448,0.025253806071905274,0.875,0.875,,,,,,,,,
807,274296,6456,0.032382330185161366,0.875,0.875,,,,,,,,,
808,274688,6464,0.0211839308359716,0.875,0.875,,,,,,,,,
809,275144,6472,0.037351885917045635,0.75,0.75,0.03790676948777401,0.875,0.875,,,,,,
810,275408,6480,0.047697321917876255,0.75,0.75,,,,,,,,,
811,275800,6488,0.030408157240866183,1.0,1.0,,,,,,,,,
812,275936,6496,0.03696011283185727,1.0,1.0,,,,,,,,,
813,276264,6504,0.04076805386347406,0.75,0.75,,,,,,,,,
814,276592,6512,0.031361572229463494,0.875,0.875,,,,,,,,,
815,276984,6520,0.031244498145654994,0.875,0.875,,,,,,,,,
816,277312,6528,0.031966451323241926,0.875,0.875,,,,,,,,,
817,277576,6536,0.04344914509194495,0.875,0.875,0.02906933210111068,0.875,0.875,,,,,,
818,277840,6544,0.02318493893602181,1.0,1.0,,,,,,,,,
819,278232,6552,0.03606733461801923,1.0,1.0,,,,,,,,,
820,278496,6560,0.03459348610846519,0.875,0.875,,,,,,,,,
821,278824,6568,0.021552951110847065,1.0,1.0,,,,,,,,,
822,279216,6576,0.021108813121851807,1.0,1.0,,,,,,,,,
823,279672,6584,0.03243515426369933,0.75,0.75,,,,,,,,,
824,280000,6592,0.021098317615775155,1.0,1.0,,,,,,,,,
825,280456,6600,0.031868822051079146,0.75,0.75,0.03062421040172922,0.875,0.875,,,,,,
826,280784,6608,0.018402879410787137,1.0,1.0,,,,,,,,,
827,281112,6616,0.03195806007971987,0.875,0.875,,,,,,,,,
828,281440,6624,0.050282357779564336,0.75,0.75,,,,,,,,,
829,281768,6632,0.019246924552135166,1.0,1.0,,,,,,,,,
830,282288,6640,0.02747125407640397,0.875,0.875,,,,,,,,,
831,282680,6648,0.034409066604196896,0.75,0.75,,,,,,,,,
832,283136,6656,0.023264874401938865,0.875,0.875,,,,,,,,,
833,283528,6664,0.023640254142616567,1.0,1.0,0.039069244116350696,0.75,0.75,,,,,,
834,283920,6672,0.020758455435934593,1.0,1.0,,,,,,,,,
835,284376,6680,0.0205784434205894,1.0,1.0,,,,,,,,,
836,284640,6688,0.03297573146479408,0.875,0.875,,,,,,,,,
837,284968,6696,0.022171566302480645,1.0,1.0,,,,,,,,,
838,285360,6704,0.04334703232005723,0.625,0.625,,,,,,,,,
839,285624,6712,0.047811691067181535,0.75,0.75,,,,,,,,,
840,286016,6720,0.02814307986506416,0.875,0.875,,,,,,,,,
841,286344,6728,0.030740383081050822,1.0,1.0,0.02376447572392256,1.0,1.0,,,,,,
842,286672,6736,0.03232557127584005,1.0,1.0,,,,,,,,,
843,287256,6744,0.016407784449442665,1.0,1.0,,,,,,,,,
844,287584,6752,0.03434739634666038,0.875,0.875,,,,,,,,,
845,287912,6760,0.04508229681148077,0.75,0.75,,,,,,,,,
846,288304,6768,0.0333461084375934,0.75,0.75,,,,,,,,,
847,288504,6776,0.047611709736617436,0.75,0.75,,,,,,,,,
848,288640,6784,0.04164424695074558,1.0,1.0,,,,,,,,,
849,288968,6792,0.030046760123921563,0.875,0.875,0.042635314560902776,0.875,0.875,,,,,,
850,289296,6800,0.020630745203903643,1.0,1.0,,,,,,,,,
851,289624,6808,0.03222388074034825,0.875,0.875,,,,,,,,,
852,290016,6816,0.02579447918047663,1.0,1.0,,,,,,,,,
853,290408,6824,0.02576499583867796,1.0,1.0,,,,,,,,,
854,290864,6832,0.029414531981300177,0.875,0.875,,,,,,,,,
855,291128,6840,0.059151375958908826,0.625,0.625,,,,,,,,,
856,291520,6848,0.031759379134625,0.875,0.875,,,,,,,,,
857,291848,6856,0.032552006144193,0.875,0.875,0.043791299097744436,0.875,0.875,,,,,,
858,292176,6864,0.02973289344602381,0.875,0.875,,,,,,,,,
859,292504,6872,0.02415329933010071,0.875,0.875,,,,,,,,,
860,292832,6880,0.02441871746191464,1.0,1.0,,,,,,,,,
861,293032,6888,0.02702502761928675,1.0,1.0,,,,,,,,,
862,293360,6896,0.039033320673974234,0.75,0.75,,,,,,,,,
863,293624,6904,0.024801387130428336,1.0,1.0,,,,,,,,,
864,293952,6912,0.02867313164487132,1.0,1.0,,,,,,,,,
865,294344,6920,0.026079038681637027,0.875,0.875,0.01792226167395711,1.0,1.0,,,,,,
866,294608,6928,0.04038501047471073,0.875,0.875,,,,,,,,,
867,294872,6936,0.03210503505405086,0.875,0.875,,,,,,,,,
868,295264,6944,0.025490150268451542,0.875,0.875,,,,,,,,,
869,295720,6952,0.024578111528784835,1.0,1.0,,,,,,,,,
870,295984,6960,0.035644532873920984,0.875,0.875,,,,,,,,,
871,296312,6968,0.02834588462085231,0.875,0.875,,,,,,,,,
872,296704,6976,0.035663277248472694,0.75,0.75,,,,,,,,,
873,296968,6984,0.023463163183027966,1.0,1.0,0.019181753625938047,1.0,1.0,,,,,,
874,297488,6992,0.026131813485299058,0.875,0.875,,,,,,,,,
875,297816,7000,0.06217404136725234,0.875,0.875,,,,,,,,,
876,298144,7008,0.023000342884159187,1.0,1.0,,,,,,,,,
877,298344,7016,0.060667778510736146,0.625,0.625,,,,,,,,,
878,298608,7024,0.03909925841368021,0.875,0.875,,,,,,,,,
879,298936,7032,0.023994888752698902,1.0,1.0,,,,,,,,,
880,299264,7040,0.04345765991328517,0.875,0.875,,,,,,,,,
881,299592,7048,0.02919480317807756,0.875,0.875,0.03455794350989163,1.0,1.0,,,,,,
882,299920,7056,0.02014867768652039,1.0,1.0,,,,,,,,,
883,300312,7064,0.020310847405004707,1.0,1.0,,,,,,,,,
884,300704,7072,0.02601881065719984,0.875,0.875,,,,,,,,,
885,301096,7080,0.03661429269724371,0.75,0.75,,,,,,,,,
886,301424,7088,0.026257608057581823,1.0,1.0,,,,,,,,,
887,301752,7096,0.02778262930098572,0.875,0.875,,,,,,,,,
888,302016,7104,0.03636642177472823,0.875,0.875,,,,,,,,,
889,302408,7112,0.020109748486817507,1.0,1.0,0.029754601691088282,1.0,1.0,,,,,,
890,302672,7120,0.028069898634203127,1.0,1.0,,,,,,,,,
891,302872,7128,0.03598649210762233,0.875,0.875,,,,,,,,,
892,303328,7136,0.022107810070169116,0.875,0.875,,,,,,,,,
893,303720,7144,0.04054031672164759,0.625,0.625,,,,,,,,,
894,303920,7152,0.033425557369676735,0.875,0.875,,,,,,,,,
895,304184,7160,0.020377675590425498,1.0,1.0,,,,,,,,,
896,304576,7168,0.026660283358069137,0.875,0.875,,,,,,,,,
897,304968,7176,0.020209342728703634,1.0,1.0,0.022039079376797114,1.0,1.0,,,,,,
898,305296,7184,0.023185996044077912,1.0,1.0,,,,,,,,,
899,305624,7192,0.03771003702637973,0.75,0.75,,,,,,,,,
900,306016,7200,0.020668991899656246,1.0,1.0,,,,,,,,,
901,306344,7208,0.015267015879508109,1.0,1.0,,,,,,,,,
902,306672,7216,0.040611330307496245,0.875,0.875,,,,,,,,,
903,307000,7224,0.029391459023070637,1.0,1.0,,,,,,,,,
904,307456,7232,0.02085480882919261,1.0,1.0,,,,,,,,,
905,307912,7240,0.025881623036740554,1.0,1.0,0.030924473175158097,1.0,1.0,,,,,,
906,308240,7248,0.03975251844076046,0.75,0.75,,,,,,,,,
907,308504,7256,0.03421072116063443,0.875,0.875,,,,,,,,,
908,308896,7264,0.02259447340812282,1.0,1.0,,,,,,,,,
909,309224,7272,0.028622064927491014,0.875,0.875,,,,,,,,,
910,309488,7280,0.03188034717146365,0.875,0.875,,,,,,,,,
911,309880,7288,0.024505753315776622,0.875,0.875,,,,,,,,,
912,310208,7296,0.03132406462089057,0.875,0.875,,,,,,,,,
913,310472,7304,0.03574407086431165,0.875,0.875,0.03540119568051262,0.625,0.625,,,,,,
914,310864,7312,0.02542930747735227,1.0,1.0,,,,,,,,,
915,311256,7320,0.02318338128973361,1.0,1.0,,,,,,,,,
916,311584,7328,0.030980899315356514,0.875,0.875,,,,,,,,,
917,312040,7336,0.042520632871757176,0.625,0.625,,,,,,,,,
918,312432,7344,0.03762781475445081,0.75,0.75,,,,,,,,,
919,312632,7352,0.040935523193135544,0.875,0.875,,,,,,,,,
920,313024,7360,0.032940743713916164,0.75,0.75,,,,,,,,,
921,313480,7368,0.023399269100461556,0.875,0.875,0.034082414206659445,0.875,0.875,,,,,,
922,313808,7376,0.03837621323205531,0.75,0.75,,,,,,,,,
923,314136,7384,0.033187769091804514,0.75,0.75,,,,,,,,,
924,314464,7392,0.039377427060360785,0.75,0.75,,,,,,,,,
925,314792,7400,0.03183289791230345,0.75,0.75,,,,,,,,,
926,315056,7408,0.05142113243502535,0.625,0.625,,,,,,,,,
927,315448,7416,0.03292741038778332,0.875,0.875,,,,,,,,,
928,315712,7424,0.04298098091810971,0.875,0.875,,,,,,,,,
929,316040,7432,0.03371977255446836,0.75,0.75,0.031552682192632346,1.0,1.0,,,,,,
930,316240,7440,0.03930626468732953,0.75,0.75,,,,,,,,,
931,316632,7448,0.030928883563804757,0.75,0.75,,,,,,,,,
932,317024,7456,0.029992141285814188,1.0,1.0,,,,,,,,,
933,317416,7464,0.03389436869566756,0.875,0.875,,,,,,,,,
934,317808,7472,0.030903225391133066,0.75,0.75,,,,,,,,,
935,318456,7480,0.018353402936365455,1.0,1.0,,,,,,,,,
936,318784,7488,0.03714906564918055,0.75,0.75,,,,,,,,,
937,319048,7496,0.03163257295571384,0.875,0.875,0.0385822893679142,0.75,0.75,,,,,,
938,319376,7504,0.03356161515324493,0.875,0.875,,,,,,,,,
939,319768,7512,0.027841275774421772,0.875,0.875,,,,,,,,,
940,319968,7520,0.033331503900505294,1.0,1.0,,,,,,,,,
941,320296,7528,0.02973275111662225,1.0,1.0,,,,,,,,,
942,320624,7536,0.024488451613928194,1.0,1.0,,,,,,,,,
943,320952,7544,0.03219525490084197,0.875,0.875,,,,,,,,,
944,321216,7552,0.05414412521524355,0.625,0.625,,,,,,,,,
945,321608,7560,0.02771669144069164,0.875,0.875,0.029539869079522232,0.875,0.875,,,,,,
946,322000,7568,0.029509234691892438,0.875,0.875,,,,,,,,,
947,322264,7576,0.020312508998704286,1.0,1.0,,,,,,,,,
948,322656,7584,0.025682362637501992,0.875,0.875,,,,,,,,,
949,323048,7592,0.027257403904380532,0.875,0.875,,,,,,,,,
950,323440,7600,0.024205059882648736,1.0,1.0,,,,,,,,,
951,323768,7608,0.0334059037140105,1.0,1.0,,,,,,,,,
952,324160,7616,0.029988621746585217,0.875,0.875,,,,,,,,,
953,324680,7624,0.01813777527167986,1.0,1.0,0.04417953363641573,0.75,0.75,,,,,,
954,325008,7632,0.046076102956896646,0.75,0.75,,,,,,,,,
955,325400,7640,0.021765747067420307,1.0,1.0,,,,,,,,,
956,325664,7648,0.03149456927681967,0.875,0.875,,,,,,,,,
957,325928,7656,0.029889590893290012,0.875,0.875,,,,,,,,,
958,326192,7664,0.02659626077082066,1.0,1.0,,,,,,,,,
959,326392,7672,0.059767999980783006,0.75,0.75,,,,,,,,,
960,326656,7680,0.02426202263712185,1.0,1.0,,,,,,,,,
961,326856,7688,0.027379087786151408,1.0,1.0,0.02458418035946254,1.0,1.0,,,,,,
962,327184,7696,0.02603457311290549,0.875,0.875,,,,,,,,,
963,327512,7704,0.022758962584342953,1.0,1.0,,,,,,,,,
964,327840,7712,0.0234361783368513,1.0,1.0,,,,,,,,,
965,328104,7720,0.03887705464871033,0.875,0.875,,,,,,,,,
966,328432,7728,0.02743355911970139,0.875,0.875,,,,,,,,,
967,328760,7736,0.02395397677368601,0.875,0.875,,,,,,,,,
968,329024,7744,0.04230377880978268,0.875,0.875,,,,,,,,,
969,329288,7752,0.03285339143881174,0.875,0.875,0.026196378127515345,0.875,0.875,,,,,,
970,329616,7760,0.02408805674637551,1.0,1.0,,,,,,,,,
971,329944,7768,0.034930639246093055,0.875,0.875,,,,,,,,,
972,330336,7776,0.017309392008246504,1.0,1.0,,,,,,,,,
973,330728,7784,0.026333728917779808,1.0,1.0,,,,,,,,,
974,331056,7792,0.02867130059241026,0.875,0.875,,,,,,,,,
975,331384,7800,0.03489912112303136,0.75,0.75,,,,,,,,,
976,331712,7808,0.03182226588345657,1.0,1.0,,,,,,,,,
977,331912,7816,0.03639478973219713,0.875,0.875,0.03373656280820433,1.0,1.0,,,,,,
978,332176,7824,0.03315823145530885,0.875,0.875,,,,,,,,,
979,332376,7832,0.026572997842837745,1.0,1.0,,,,,,,,,
980,332640,7840,0.02006298224012426,1.0,1.0,,,,,,,,,
981,332968,7848,0.02736000104728737,1.0,1.0,,,,,,,,,
982,333168,7856,0.045751637653265786,0.875,0.875,,,,,,,,,
983,333368,7864,0.04921902884258694,0.875,0.875,,,,,,,,,
984,333696,7872,0.028662093928658577,0.875,0.875,,,,,,,,,
985,334024,7880,0.022241326617542655,1.0,1.0,0.0433366155505549,0.875,0.875,,,,,,
986,334288,7888,0.053416295286151584,0.75,0.75,,,,,,,,,
987,334744,7896,0.02834234813104558,0.875,0.875,,,,,,,,,
988,335136,7904,0.02781824090925511,0.875,0.875,,,,,,,,,
989,335400,7912,0.03126060922106263,0.875,0.875,,,,,,,,,
990,335728,7920,0.028324408156331627,0.875,0.875,,,,,,,,,
991,335928,7928,0.04824152854678687,0.75,0.75,,,,,,,,,
992,336320,7936,0.01857702332292926,1.0,1.0,,,,,,,,,
993,336520,7944,0.05862078287046946,0.625,0.625,0.03900098284022533,0.75,0.75,,,,,,
994,336848,7952,0.035320676770585126,1.0,1.0,,,,,,,,,
995,337176,7960,0.02366164087379002,1.0,1.0,,,,,,,,,
996,337632,7968,0.02984640548903761,0.75,0.75,,,,,,,,,
997,338024,7976,0.033149815765403524,0.875,0.875,,,,,,,,,
998,338288,7984,0.04478411333744589,0.875,0.875,,,,,,,,,
999,338616,7992,0.0371802317443653,0.75,0.75,,,,,,,,,
1000,339008,8000,0.03162227634442388,1.0,1.0,,,,,,,,,
1001,339464,8008,0.023813763295100737,1.0,1.0,0.03274659384925508,1.0,1.0,,,,,,
1002,339728,8016,0.03561336407639828,0.875,0.875,,,,,,,,,
1003,340184,8024,0.022235553950097582,1.0,1.0,,,,,,,,,
1004,340512,8032,0.025024538067431424,1.0,1.0,,,,,,,,,
1005,340840,8040,0.02623030423137243,1.0,1.0,,,,,,,,,
1006,341296,8048,0.029125136583024874,0.75,0.75,,,,,,,,,
1007,341560,8056,0.03628044229233638,0.875,0.875,,,,,,,,,
1008,341760,8064,0.04785750126543766,0.75,0.75,,,,,,,,,
1009,342024,8072,0.02688033693259058,1.0,1.0,0.020028182438691148,1.0,1.0,,,,,,
1010,342352,8080,0.022163749159517465,1.0,1.0,,,,,,,,,
1011,342744,8088,0.022013571379599552,1.0,1.0,,,,,,,,,
1012,343008,8096,0.025405613053062548,1.0,1.0,,,,,,,,,
1013,343400,8104,0.034846383823484456,0.75,0.75,,,,,,,,,
1014,343792,8112,0.029981664674099493,1.0,1.0,,,,,,,,,
1015,344120,8120,0.021071512809954587,1.0,1.0,,,,,,,,,
1016,344448,8128,0.017178607963025568,1.0,1.0,,,,,,,,,
1017,344840,8136,0.03251292333012922,0.875,0.875,0.044934678654033944,0.625,0.625,,,,,,
1018,345168,8144,0.03368149235058809,0.875,0.875,,,,,,,,,
1019,345368,8152,0.025905760813087302,1.0,1.0,,,,,,,,,
1020,345824,8160,0.021920234852914288,1.0,1.0,,,,,,,,,
1021,346344,8168,0.019526440587893604,1.0,1.0,,,,,,,,,
1022,346672,8176,0.03272678155207541,0.875,0.875,,,,,,,,,
1023,346936,8184,0.05550037867844367,0.625,0.625,,,,,,,,,
1024,347328,8192,0.03871733684896753,0.75,0.75,,,,,,,,,
1025,347656,8200,0.040577454939342714,0.75,0.75,0.03940155862406755,0.875,0.875,,,,,,
1026,347984,8208,0.02550770350103267,1.0,1.0,,,,,,,,,
1027,348312,8216,0.0403078246479854,0.75,0.75,,,,,,,,,
1028,348704,8224,0.02943290061753942,1.0,1.0,,,,,,,,,
1029,349032,8232,0.029845743898673387,0.875,0.875,,,,,,,,,
1030,349360,8240,0.018157864169144885,1.0,1.0,,,,0.8980000019073486,0.8988988988988988,0.9988876529477196,0.5212997940505952,0.9103521747746375,0.9462592202318229
1031,349752,8248,0.019969704804255646,1.0,1.0,,,,,,,,,
1032,350016,8256,0.036636587161410716,0.75,0.75,,,,,,,,,
1033,350408,8264,0.02828039618545214,0.75,0.75,0.030878669719895696,1.0,1.0,,,,,,
1034,350800,8272,0.028654058135192218,0.75,0.75,,,,,,,,,
1035,351192,8280,0.037014136323038356,1.0,1.0,,,,,,,,,
1036,351520,8288,0.020569184456340737,1.0,1.0,,,,,,,,,
1037,351784,8296,0.034645218647829094,0.875,0.875,,,,,,,,,
1038,352112,8304,0.01715956460553571,1.0,1.0,,,,,,,,,
1039,352376,8312,0.057303196990615105,0.5,0.5,,,,,,,,,
1040,353024,8320,0.02029761406500984,0.625,0.625,,,,,,,,,
1041,353288,8328,0.0361697481459305,0.75,0.75,0.041290243293176904,0.75,0.75,,,,,,
1042,353616,8336,0.030562244816450406,0.875,0.875,,,,,,,,,
1043,353944,8344,0.025864507846687045,1.0,1.0,,,,,,,,,
1044,354208,8352,0.03186728269974992,0.875,0.875,,,,,,,,,
1045,354600,8360,0.022498538050288824,1.0,1.0,,,,,,,,,
1046,354864,8368,0.03308168914729322,1.0,1.0,,,,,,,,,
1047,355192,8376,0.018286366455722604,1.0,1.0,,,,,,,,,
1048,355648,8384,0.016694995252847938,1.0,1.0,,,,,,,,,
1049,355848,8392,0.05050274069978818,0.625,0.625,0.029149634228728252,0.875,0.875,,,,,,
1050,356240,8400,0.021483843998551796,1.0,1.0,,,,,,,,,
1051,356504,8408,0.04211701811833336,0.75,0.75,,,,,,,,,
1052,356832,8416,0.03895111366134552,0.75,0.75,,,,,,,,,
1053,357096,8424,0.029915566876297817,0.875,0.875,,,,,,,,,
1054,357424,8432,0.036217684886418286,0.75,0.75,,,,,,,,,
1055,357816,8440,0.026744256890427396,0.875,0.875,,,,,,,,,
1056,358208,8448,0.02239845454438182,0.875,0.875,,,,,,,,,
1057,358536,8456,0.029827533015086373,0.875,0.875,0.019919658308302435,1.0,1.0,,,,,,
1058,358800,8464,0.0224715510104943,1.0,1.0,,,,,,,,,
1059,359192,8472,0.02286549981980462,1.0,1.0,,,,,,,,,
1060,359712,8480,0.029003481885984,0.875,0.875,,,,,,,,,
1061,360040,8488,0.02397113924508449,0.875,0.875,,,,,,,,,
1062,360304,8496,0.03432597129472015,0.75,0.75,,,,,,,,,
1063,360632,8504,0.03462528286827728,0.75,0.75,,,,,,,,,
1064,360960,8512,0.03775499645341188,0.75,0.75,,,,,,,,,
1065,361352,8520,0.026530882667687664,1.0,1.0,0.020014591831810927,1.0,1.0,,,,,,
1066,361616,8528,0.034488299268123225,0.75,0.75,,,,,,,,,
1067,361880,8536,0.03161189045249557,0.875,0.875,,,,,,,,,
1068,362272,8544,0.022344583407557368,0.875,0.875,,,,,,,,,
1069,362600,8552,0.02173899504890869,1.0,1.0,,,,,,,,,
1070,362992,8560,0.03378134415380676,0.75,0.75,,,,,,,,,
1071,363256,8568,0.025561233343250934,0.875,0.875,,,,,,,,,
1072,363456,8576,0.038705273029506014,0.875,0.875,,,,,,,,,
1073,363720,8584,0.03937032252757489,0.75,0.75,0.03498613121145172,0.875,0.875,,,,,,
1074,364048,8592,0.02317933758883737,0.875,0.875,,,,,,,,,
1075,364440,8600,0.017763767689921228,1.0,1.0,,,,,,,,,
1076,364832,8608,0.026739070971404242,1.0,1.0,,,,,,,,,
1077,365224,8616,0.022487451248404493,0.875,0.875,,,,,,,,,
1078,365552,8624,0.035053724635510666,0.875,0.875,,,,,,,,,
1079,365944,8632,0.025444261834151504,0.875,0.875,,,,,,,,,
1080,366272,8640,0.028970841551839842,0.875,0.875,,,,,,,,,
1081,366536,8648,0.03524371151615924,0.875,0.875,0.02045595357774541,1.0,1.0,,,,,,
1082,366864,8656,0.02677357203779866,1.0,1.0,,,,,,,,,
1083,367320,8664,0.022162305741252827,1.0,1.0,,,,,,,,,
1084,367584,8672,0.04990494566729467,0.625,0.625,,,,,,,,,
1085,367848,8680,0.030961502087930057,0.875,0.875,,,,,,,,,
1086,368112,8688,0.02139948303054553,1.0,1.0,,,,,,,,,
1087,368440,8696,0.02635614585343137,0.875,0.875,,,,,,,,,
1088,368768,8704,0.026214939466459326,0.875,0.875,,,,,,,,,
1089,369160,8712,0.03180060188852318,0.875,0.875,0.04050580895378517,0.75,0.75,,,,,,
1090,369552,8720,0.02206556013117127,1.0,1.0,,,,,,,,,
1091,369944,8728,0.020807837334271728,1.0,1.0,,,,,,,,,
1092,370144,8736,0.026737637485881958,1.0,1.0,,,,,,,,,
1093,370408,8744,0.02301453266933095,1.0,1.0,,,,,,,,,
1094,370608,8752,0.018664339769165962,1.0,1.0,,,,,,,,,
1095,371000,8760,0.034267275984263205,0.75,0.75,,,,,,,,,
1096,371392,8768,0.03797517214499143,0.75,0.75,,,,,,,,,
1097,371656,8776,0.032418203832203285,0.875,0.875,0.03617284376901807,0.875,0.875,,,,,,
1098,371920,8784,0.03650199219492606,0.75,0.75,,,,,,,,,
1099,372248,8792,0.018002171937812818,1.0,1.0,,,,,,,,,
1100,372576,8800,0.02594236250104586,1.0,1.0,,,,,,,,,
1101,372968,8808,0.030795168606406752,0.875,0.875,,,,,,,,,
1102,373360,8816,0.033454229797149924,0.75,0.75,,,,,,,,,
1103,373688,8824,0.029546859621263133,0.75,0.75,,,,,,,,,
1104,373888,8832,0.039778813324519435,0.875,0.875,,,,,,,,,
1105,374216,8840,0.029999574033543468,0.875,0.875,0.031150753189809623,0.75,0.75,,,,,,
1106,374544,8848,0.021791879754993713,1.0,1.0,,,,,,,,,
1107,374872,8856,0.01889694087190219,1.0,1.0,,,,,,,,,
1108,375136,8864,0.02441410166609785,1.0,1.0,,,,,,,,,
1109,375528,8872,0.031271404842603566,0.75,0.75,,,,,,,,,
1110,375792,8880,0.017438585536074244,1.0,1.0,,,,,,,,,
1111,376120,8888,0.03254538868839154,0.75,0.75,,,,,,,,,
1112,376512,8896,0.024181935977030663,0.75,0.75,,,,,,,,,
1113,376776,8904,0.02217950867772743,1.0,1.0,0.020588224847327054,1.0,1.0,,,,,,
1114,377104,8912,0.026498757278066477,0.875,0.875,,,,,,,,,
1115,377496,8920,0.020023590778982903,1.0,1.0,,,,,,,,,
1116,377760,8928,0.03096708058699733,0.875,0.875,,,,,,,,,
1117,378152,8936,0.02339033258210596,1.0,1.0,,,,,,,,,
1118,378544,8944,0.020216803021166924,1.0,1.0,,,,,,,,,
1119,378936,8952,0.028194695044900676,1.0,1.0,,,,,,,,,
1120,379264,8960,0.035816176311345774,0.75,0.75,,,,,,,,,
1121,379592,8968,0.021563782385128433,1.0,1.0,0.023935569562127057,1.0,1.0,,,,,,
1122,379856,8976,0.024270206515429892,1.0,1.0,,,,,,,,,
1123,380248,8984,0.018370764058296723,1.0,1.0,,,,,,,,,
1124,380640,8992,0.03560973132000072,0.625,0.625,,,,,,,,,
1125,380904,9000,0.025356710016203578,0.875,0.875,,,,,,,,,
1126,381232,9008,0.02174360114854062,1.0,1.0,,,,,,,,,
1127,381560,9016,0.020675185160478577,1.0,1.0,,,,,,,,,
1128,381824,9024,0.06264735104414287,0.5,0.5,,,,,,,,,
1129,382216,9032,0.030084751431101422,0.75,0.75,0.029443479880418247,0.875,0.875,,,,,,
1130,382608,9040,0.020534587013650404,1.0,1.0,,,,,,,,,
1131,383000,9048,0.031545379695210915,1.0,1.0,,,,,,,,,
1132,383328,9056,0.029487679390018458,1.0,1.0,,,,,,,,,
1133,383720,9064,0.0258269535604389,1.0,1.0,,,,,,,,,
1134,383984,9072,0.028169260681015655,0.875,0.875,,,,,,,,,
1135,384440,9080,0.021752352981675358,0.875,0.875,,,,,,,,,
1136,384832,9088,0.023591098759355496,0.875,0.875,,,,,,,,,
1137,385224,9096,0.03696430654764602,0.875,0.875,0.027271325972920753,1.0,1.0,,,,,,
1138,385744,9104,0.027498337136390775,0.625,0.625,,,,,,,,,
1139,386200,9112,0.024667848763804484,0.875,0.875,,,,,,,,,
1140,386592,9120,0.01844082172062675,1.0,1.0,,,,,,,,,
1141,386728,9128,0.02900507191574434,1.0,1.0,,,,,,,,,
1142,387184,9136,0.02325521811469766,1.0,1.0,,,,,,,,,
1143,387384,9144,0.03552069156154176,1.0,1.0,,,,,,,,,
1144,387584,9152,0.025794201391205817,1.0,1.0,,,,,,,,,
1145,387912,9160,0.03713425682468006,0.875,0.875,0.02616893816055381,1.0,1.0,,,,,,
1146,388176,9168,0.03647797105251811,0.875,0.875,,,,,,,,,
1147,388440,9176,0.022589492016722945,1.0,1.0,,,,,,,,,
1148,388768,9184,0.024214634640957227,1.0,1.0,,,,,,,,,
1149,389160,9192,0.024555355939179815,1.0,1.0,,,,,,,,,
1150,389488,9200,0.029758837225497697,0.875,0.875,,,,,,,,,
1151,389816,9208,0.03586887102483888,0.75,0.75,,,,,,,,,
1152,390144,9216,0.05437215004529572,0.5,0.5,,,,,,,,,
1153,390472,9224,0.03130015572003321,0.875,0.875,0.04251371874311492,0.75,0.75,,,,,,
1154,390800,9232,0.023109071790606322,1.0,1.0,,,,,,,,,
