step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1909,649000,15272,0.030998903122745114,0.75,0.75,,,,,,,,,
1910,649200,15280,0.024016182686949227,1.0,1.0,,,,,,,,,
1911,649464,15288,0.027762245872690983,1.0,1.0,,,,,,,,,
1912,649792,15296,0.017963656875872404,1.0,1.0,,,,,,,,,
1913,650120,15304,0.023644122449040877,0.75,0.75,0.036919859656260094,0.875,0.875,,,,,,
1914,650512,15312,0.013115029802805414,1.0,1.0,,,,,,,,,
1915,650840,15320,0.029869643393270962,1.0,1.0,,,,,,,,,
1916,651168,15328,0.017396247142518407,1.0,1.0,,,,,,,,,
1917,651496,15336,0.018581571945454924,1.0,1.0,,,,,,,,,
1918,651696,15344,0.026509665096358128,1.0,1.0,,,,,,,,,
1919,652024,15352,0.02162020543697872,1.0,1.0,,,,,,,,,
1920,652416,15360,0.010900524030306162,1.0,1.0,,,,,,,,,
1921,652680,15368,0.02362073117693399,1.0,1.0,0.032358943608611294,1.0,1.0,,,,,,
1922,653008,15376,0.02257038879048196,1.0,1.0,,,,,,,,,
1923,653400,15384,0.025111676126537835,1.0,1.0,,,,,,,,,
1924,653664,15392,0.027267331228904367,0.875,0.875,,,,,,,,,
1925,654056,15400,0.019750240909852435,1.0,1.0,,,,,,,,,
1926,654384,15408,0.01554353836705195,1.0,1.0,,,,,,,,,
1927,654776,15416,0.020002129159832596,1.0,1.0,,,,,,,,,
1928,655168,15424,0.015221056424755562,1.0,1.0,,,,,,,,,
1929,655496,15432,0.02516234436325613,1.0,1.0,0.05815267207439926,0.875,0.875,,,,,,
1930,655824,15440,0.02568391632369458,1.0,1.0,,,,,,,,,
1931,656088,15448,0.026909201409434896,1.0,1.0,,,,,,,,,
1932,656480,15456,0.01619000368249241,1.0,1.0,,,,,,,,,
1933,656808,15464,0.027067154391304936,1.0,1.0,,,,,,,,,
1934,657200,15472,0.02475916021273103,1.0,1.0,,,,,,,,,
1935,657592,15480,0.021466456174939596,0.875,0.875,,,,,,,,,
1936,657856,15488,0.025286867752647598,0.75,0.75,,,,,,,,,
1937,658248,15496,0.019945880673188487,1.0,1.0,0.015366215366203893,1.0,1.0,,,,,,
1938,658640,15504,0.021433663722764323,1.0,1.0,,,,,,,,,
1939,658968,15512,0.01877889332583436,1.0,1.0,,,,,,,,,
1940,659232,15520,0.035011017186716335,0.875,0.875,,,,,,,,,
1941,659624,15528,0.025224388677517407,1.0,1.0,,,,,,,,,
1942,659824,15536,0.0269283767783539,1.0,1.0,,,,,,,,,
1943,660152,15544,0.017166231185008658,1.0,1.0,,,,,,,,,
1944,660480,15552,0.023340933272167606,1.0,1.0,,,,,,,,,
1945,660872,15560,0.015399229958190217,1.0,1.0,0.032204318976389916,0.875,0.875,,,,,,
1946,661264,15568,0.01627250434140933,1.0,1.0,,,,,,,,,
1947,661656,15576,0.02127585289660298,1.0,1.0,,,,,,,,,
1948,661984,15584,0.02555017496976143,1.0,1.0,,,,,,,,,
1949,662312,15592,0.016824322309184937,1.0,1.0,,,,,,,,,
1950,662960,15600,0.011761733159437428,1.0,1.0,,,,,,,,,
1951,663352,15608,0.01982888061777582,1.0,1.0,,,,,,,,,
1952,663744,15616,0.019768800298970747,1.0,1.0,,,,,,,,,
1953,664008,15624,0.02389660151430007,1.0,1.0,0.028826092350633797,1.0,1.0,,,,,,
1954,664400,15632,0.019343134280278115,1.0,1.0,,,,,,,,,
1955,664664,15640,0.020764451323248067,1.0,1.0,,,,,,,,,
1956,664992,15648,0.02011365523481072,1.0,1.0,,,,,,,,,
1957,665384,15656,0.026445782085829705,0.875,0.875,,,,,,,,,
1958,665776,15664,0.0162370000401855,1.0,1.0,,,,,,,,,
1959,665976,15672,0.021036280836512256,1.0,1.0,,,,,,,,,
1960,666176,15680,0.021359780283091826,1.0,1.0,,,,,,,,,
1961,666568,15688,0.017162540150796605,1.0,1.0,0.05047073235364223,0.5,0.5,,,,,,
1962,666832,15696,0.02946227035976335,0.875,0.875,,,,,,,,,
1963,667224,15704,0.013890581012055918,1.0,1.0,,,,,,,,,
1964,667680,15712,0.018439789421477792,1.0,1.0,,,,,,,,,
1965,668072,15720,0.030337261790552173,0.625,0.625,,,,,,,,,
1966,668528,15728,0.018371264726036837,1.0,1.0,,,,,,,,,
1967,668920,15736,0.016140185428600184,1.0,1.0,,,,,,,,,
1968,669184,15744,0.02307082092542259,1.0,1.0,,,,,,,,,
1969,669448,15752,0.025241762458699666,1.0,1.0,0.04422153269484018,0.75,0.75,,,,,,
1970,669840,15760,0.02373262781051987,1.0,1.0,,,,,,,,,
1971,670104,15768,0.023180722800211696,1.0,1.0,,,,,,,,,
1972,670496,15776,0.02021045531946584,1.0,1.0,,,,,,,,,
1973,670888,15784,0.023276981060516844,1.0,1.0,,,,,,,,,
1974,671280,15792,0.029878798224078008,0.875,0.875,,,,,,,,,
1975,671672,15800,0.025948029719159726,0.875,0.875,,,,,,,,,
1976,672000,15808,0.025713265811727982,0.875,0.875,,,,,,,,,
1977,672264,15816,0.022002916555036334,0.875,0.875,0.035241249907921886,0.875,0.875,,,,,,
1978,672656,15824,0.01879933549990407,1.0,1.0,,,,,,,,,
1979,673112,15832,0.015269789793060875,1.0,1.0,,,,,,,,,
1980,673440,15840,0.02012506879722423,1.0,1.0,,,,,,,,,
1981,673832,15848,0.018144642210451516,1.0,1.0,,,,,,,,,
1982,674096,15856,0.018768968495000992,1.0,1.0,,,,,,,,,
1983,674360,15864,0.023175695287491176,1.0,1.0,,,,,,,,,
1984,674624,15872,0.0236056304441081,0.875,0.875,,,,,,,,,
1985,675016,15880,0.021663114933215488,1.0,1.0,0.028867533391678538,1.0,1.0,,,,,,
1986,675408,15888,0.023251859812662586,1.0,1.0,,,,,,,,,
1987,675800,15896,0.0239907267319298,0.875,0.875,,,,,,,,,
1988,676128,15904,0.026608485420629224,1.0,1.0,,,,,,,,,
1989,676328,15912,0.021034915852093647,1.0,1.0,,,,,,,,,
1990,676592,15920,0.028301867505351765,0.875,0.875,,,,,,,,,
1991,676920,15928,0.017673226696912025,1.0,1.0,,,,,,,,,
1992,677184,15936,0.01977243581316543,1.0,1.0,,,,,,,,,
1993,677512,15944,0.02600601652562181,0.875,0.875,0.037920516989803824,0.875,0.875,,,,,,
1994,677840,15952,0.021427797442469455,1.0,1.0,,,,,,,,,
1995,678232,15960,0.019600606111016532,1.0,1.0,,,,,,,,,
1996,678752,15968,0.016201547030395887,1.0,1.0,,,,,,,,,
1997,679208,15976,0.015152419567327475,1.0,1.0,,,,,,,,,
1998,679664,15984,0.026015181134773035,0.875,0.875,,,,,,,,,
1999,679928,15992,0.03202847411211678,0.875,0.875,,,,,,,,,
2000,680192,16000,0.025763638857465597,1.0,1.0,,,,,,,,,
2001,680520,16008,0.01785279924616043,1.0,1.0,0.022938520730945128,1.0,1.0,,,,,,
2002,680848,16016,0.023176498731045284,1.0,1.0,,,,,,,,,
2003,681112,16024,0.0244751674923009,1.0,1.0,,,,,,,,,
2004,681504,16032,0.01999609925015344,1.0,1.0,,,,,,,,,
2005,681768,16040,0.019677621268738222,1.0,1.0,,,,,,,,,
2006,682096,16048,0.01888563165772939,1.0,1.0,,,,,,,,,
2007,682488,16056,0.0214929634268871,0.875,0.875,,,,,,,,,
2008,682816,16064,0.020331103553675352,0.875,0.875,,,,,,,,,
2009,683208,16072,0.0217054105318554,1.0,1.0,0.03559071189032087,0.875,0.875,,,,,,
2010,683536,16080,0.03106259062421305,1.0,1.0,,,,,,,,,
2011,683864,16088,0.01954234381259448,1.0,1.0,,,,,,,,,
2012,684192,16096,0.03149109305006277,0.625,0.625,,,,,,,,,
2013,684456,16104,0.022339361347094376,1.0,1.0,,,,,,,,,
2014,684720,16112,0.028113332086265933,0.875,0.875,,,,,,,,,
2015,685112,16120,0.01954996390618665,1.0,1.0,,,,,,,,,
2016,685440,16128,0.01913537608515617,1.0,1.0,,,,,,,,,
2017,685832,16136,0.023363572982228412,1.0,1.0,0.026914098183303092,0.875,0.875,,,,,,
2018,686288,16144,0.02598512680135952,0.875,0.875,,,,,,,,,
2019,686680,16152,0.01606774463324352,1.0,1.0,,,,,,,,,
2020,687008,16160,0.025438716202836074,1.0,1.0,,,,,,,,,
2021,687336,16168,0.020930611762363698,0.875,0.875,,,,,,,,,
2022,687728,16176,0.02430940542625952,0.875,0.875,,,,,,,,,
2023,688120,16184,0.026885520804438175,0.875,0.875,,,,,,,,,
2024,688320,16192,0.020536262443917316,1.0,1.0,,,,,,,,,
2025,688648,16200,0.018829787953996858,0.875,0.875,0.0597740763379655,0.75,0.75,,,,,,
2026,688976,16208,0.020206748843425885,0.875,0.875,,,,,,,,,
2027,689304,16216,0.022203229149130494,0.875,0.875,,,,,,,,,
2028,689632,16224,0.026403881047648615,1.0,1.0,,,,,,,,,
2029,689960,16232,0.028044506509115302,1.0,1.0,,,,,,,,,
2030,690352,16240,0.023874843257387205,1.0,1.0,,,,,,,,,
2031,690744,16248,0.024785489567160163,1.0,1.0,,,,,,,,,
2032,691136,16256,0.022246683530726535,1.0,1.0,,,,,,,,,
2033,691464,16264,0.028110532945313026,0.875,0.875,0.028491349761467666,1.0,1.0,,,,,,
2034,691728,16272,0.022333294423297047,1.0,1.0,,,,,,,,,
2035,692056,16280,0.015929862634453458,1.0,1.0,,,,,,,,,
2036,692448,16288,0.022417352509722457,1.0,1.0,,,,,,,,,
2037,692776,16296,0.017302201770165997,1.0,1.0,,,,,,,,,
2038,693104,16304,0.01842485550949641,1.0,1.0,,,,,,,,,
2039,693368,16312,0.024147401747151208,1.0,1.0,,,,,,,,,
2040,693760,16320,0.016670914605128928,0.875,0.875,,,,,,,,,
2041,693896,16328,0.05483731163541961,0.75,0.75,0.04675353052772022,0.75,0.75,,,,,,
2042,694160,16336,0.026100797729241093,1.0,1.0,,,,,,,,,
2043,694488,16344,0.023395675772830145,0.875,0.875,,,,,,,,,
2044,694816,16352,0.0303147838323639,0.875,0.875,,,,,,,,,
2045,695208,16360,0.02110593499089494,1.0,1.0,,,,,,,,,
2046,695408,16368,0.026854021778538784,1.0,1.0,,,,,,,,,
2047,695736,16376,0.01831826757259114,1.0,1.0,,,,,,,,,
2048,696064,16384,0.022873928241286194,0.875,0.875,,,,,,,,,
2049,696264,16392,0.022694352226062618,1.0,1.0,0.16075774418612127,0.5,0.5,,,,,,
2050,696720,16400,0.021294713114376855,1.0,1.0,,,,,,,,,
2051,696984,16408,0.016920581457879964,1.0,1.0,,,,,,,,,
2052,697440,16416,0.017053750027343995,1.0,1.0,,,,,,,,,
2053,697768,16424,0.028459788863445284,0.875,0.875,,,,,,,,,
2054,698096,16432,0.01816132205838949,1.0,1.0,,,,,,,,,
2055,698488,16440,0.023886599782551157,0.875,0.875,,,,,,,,,
2056,698880,16448,0.01738373484837818,1.0,1.0,,,,,,,,,
2057,699144,16456,0.022433806986550738,1.0,1.0,0.028272814095995275,1.0,1.0,0.8579999804496765,0.8971668415529905,0.9510567296996663,0.504856881683719,0.9084399822172385,0.9233261339092873

